charge_name,uccs_code,probability,mfj_code,ncrp_code,ncic_code,nibrs_code
CREDIT CARD OR DEBIT CARD ABUSE,2040,0.999896337142181,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION LESS THAN FIVE ITEMS [RE-INDCT- CR13-0046],2040,0.999988437289516,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
"MEDICAID FRAUD-$1,500 TO $20,000",2040,0.999970705925635,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSESSION OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999985880038315,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999983376199789,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF INDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999988665980099,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE,2040,0.999790088311926,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
"HINDERING SECURED CREDITOR-$2,500 TO $30,000",2040,0.76952086784801,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
"FALSE STATEMENT TO OBTAIN CREDIT-$2,500 TO $30,000",2040,0.999976125142015,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
ATTEMPT TO COMMIT FORGERY GOVT INSTRUMENT/MONEY/SECURITIES (ATTEMPTED),2041,0.999887991791087,151,221,,
CREDT / DEBIT CARD ABUSE,2040,0.997451016289564,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT / DEBIT CARD ABUSE [RE-INDT CR-17-1060],2040,0.999507752057485,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY - DEFRAUD/HARM OF ANOTHER ELDERLY IAT,2040,0.999954436624019,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT POSSESSION OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999978709421664,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
ATTEMPT TO COMMIT IMPERSONATE PUBLIC SERVANT (ATTEMPTED),2041,0.996711339679486,151,221,,
"TRADEMARK COUNTERFEITING >=$2,500<$30K",2040,0.999713568190954,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999959510469925,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF CREDIT / DEBIT CARD-LESS THAN FIVE ITEMS,2040,0.999954856200037,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
DEBIT CARD ABUSE-SJF(SMPD 99-19970),2040,0.997040724577122,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FINAN INST-FS (SMPD99-27611),2040,0.999787931191294,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF (SMPD 00-05466),2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(HCSO00-15519),2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CCA-SJF (SMPD 98-12016),2040,0.238793208129349,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INS SJF SMPD 01-18564/18439/18118/17998,2040,0.999916656565958,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY FINANCIAL INSTRUMENT ],2040,0.999897107404573,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CRIM MISC-SJF(KPD),2040,0.608626593781394,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG/FIN INSTR-SJF(HCSO 02-36729),2040,0.998908092556342,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF (SMPD 02-49147),2040,0.999851124491359,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE OF I.D. INFO.,2040,0.984072163624508,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(SMPD 03-24101),2040,0.999845695393421,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(SMPD 03-31136),2040,0.999847464314541,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
MTR-CREDIT CARD ABUSE,2040,0.99117232200333,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INSTR-SJF (SMPD 02-16475),2040,0.999604077498936,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF/SMPD#04-27925,2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(SMPD 04-27925),2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FINAN INST-FS(KPD),2040,0.999787931191294,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF (HAYS),2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
MTR-FORGERY FINANCIAL INSTRUMENT,2040,0.999841584343722,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY-SJF (HCSO C05-00974),2040,0.998387095017015,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
TAMP W/ GOV RECORD,2040,0.927862962432624,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
MTR/FORG FIN INSTR,2040,0.999457454870848,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
INDICT/FRAUD FIN STATEMENT-SJF(HAYS CO.),2040,0.999841145559322,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE POSS OF ID INFO,2040,0.999998564951656,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
INDICT/FORG FIN INST-SJF,2040,0.999951598153051,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
INDICT-FORGERY SJF(HAYS CO),2040,0.999904375670458,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD POSSESSION AND USE OF ID INFO,2040,0.99999958515559,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE OR POSS OF INDENTIFYING INFORMATION,2040,0.999999057290103,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE OR POSS OF ID INFO,2040,0.999998564951656,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD POSS OF IDENTIFYING INFORMATION,2040,0.999921758663441,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY [HCSO #C07-25291],2040,0.979203483093876,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE OR POSS OF IDENTIFYING INFO,2040,0.999997193095665,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE [RE-INDICT CR-08-585],2040,0.999940662918563,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD AUBSE,2040,0.999856786243288,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE [RE-IND CR-10-0612],2040,0.999693823705795,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION [RE-IND CR-12-0235],2040,0.999994329579302,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT OR POSSESSION OF IDENTIFYING INFORMATION,2040,0.999999086846807,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION LESS THAN FIVE ITEMS,2040,0.999990079538548,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION- LESS THAN FIVE ITEMS,2040,0.999983376199789,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRUADULENT USE OR POSSESSION OF IDENTIFYING INFORMATION - LESS THAN FIVE ITEMS,2040,0.99882060501835,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY OF A FINANCIAL INSTRUMENT,2040,0.999897107404573,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY FINANCIAL INSTRUMENT,2040,0.999897107404573,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE POSSESSION OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999983376199789,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESION OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.999989637170729,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION LESS THAN FIVE ITEMS,2040,0.999990079538548,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION -LESS THAN FIVE ITEMS,2040,0.999983376199789,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF CREDIT / DEBIT CARD INFORMATION-LESS THAN FIVE ITEMS,2040,0.999988415657366,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INS-SJF(SMPD 00-00879),2040,0.999933804785969,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FINAN INST-FS (SMPD99-27610),2040,0.999787931191294,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY-SJF (HCSO 00-37502),2040,0.998387095017015,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE POSS OF IDEN INFO-SJF(SMPD 02-49147),2040,0.999882932256037,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(SMPD 03-31493),2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE POSS/IDENT INFO-SJF(THP),2040,0.994036384740886,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
TAMPERING W/ GOVERNMENTAL RECORD,2040,0.706475369793075,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
INDICT/FORGERY-SJF (HAYS),2040,0.999982193867301,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
MTR/FORG FIN INST-SJF,2040,0.999731050410381,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE OR POSSESSION OF ID INFO. [HCSO #26179],2040,0.999999843346528,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULEN T USE OR POSSESSION OF IDENTIFYING INFO.,2040,0.999999432265878,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY [RE-INDICT CR-08-306],2040,0.999843529828435,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
TAMPERING WITH A GOVERNMENTAL RECORD [RE-IND CR-12-0235],2040,0.461353700690229,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE [RE-INDICT-CR-14-0193],2040,0.999908886246029,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
THEFT OF MAIL/IDENTIFYING INFORMATION-TEN ADDRESSES OR MORE BUT LESS THAN 30 ADDRESSES,2040,0.991166550998011,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(SMPD 99-28229),2040,0.999847940855065,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST-SJF(HSO00-15519),2040,0.9997921752373,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERTY-SJF (HCSO 00-37502),2040,0.996307341662458,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT POSSESSION AND USE OF IDENTIFICATION INFORMATION,2040,0.999998873557387,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION IDENTIFYING INFO.,2040,0.999999769397029,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
"SECURE DOCUMENT BY DECEPTION- $1,500 TO $20,000",2040,0.949747928255013,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT DESTRUCTION OF WRITING,2040,0.994042443591082,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INST (SMPD 04-00375),2040,0.998602621329641,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OF POSSESION OF IDENTIFYING INFO.,2040,0.999999358206405,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION - FIVE OR MORE LESS THAN TEN,2040,0.999996986259887,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN INS-SJF(SMPD 00-00792),2040,0.999933804785969,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
[ CREDIT CARD ABUSE [RE-IND CR-10-0612],2040,0.999693823705795,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE [RE-INDICT-CR-14-0382],2040,0.999917830522009,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE [RE-INDICT-CR-14-0406],2040,0.999917830522009,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD USE OF POSS OF ID INFO,2040,0.999998564951656,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORG FIN/INST-FS(HCNTF TF06-006-1),2040,0.999906772649361,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
